Date;14 - Time deposits (CDB/RDB-preset) - Daily return (%) - % p.d.
16/04/2009;0.0384
17/04/2009;0.0393
20/04/2009;0.0371
22/04/2009;0.0376
23/04/2009;0.0369
24/04/2009;0.0366
27/04/2009;0.0374
28/04/2009;0.0348
29/04/2009;0.0361
30/04/2009;0.0362
04/05/2009;0.0349
05/05/2009;0.0362
06/05/2009;0.0364
07/05/2009;0.0364
08/05/2009;0.0358
11/05/2009;0.0351
12/05/2009;0.0359
13/05/2009;0.0361
14/05/2009;0.0361
15/05/2009;0.0357
18/05/2009;0.0363
19/05/2009;0.0354
20/05/2009;0.0348
21/05/2009;0.0356
22/05/2009;0.0353
25/05/2009;0.0348
26/05/2009;0.0352
27/05/2009;0.0348
28/05/2009;0.0351
29/05/2009;0.0355
01/06/2009;0.0350
02/06/2009;0.0354
03/06/2009;0.0344
04/06/2009;0.0341
05/06/2009;0.0344
08/06/2009;0.0333
09/06/2009;0.0343
10/06/2009;0.0339
12/06/2009;0.0337
15/06/2009;0.0325
16/06/2009;0.0331
17/06/2009;0.0328
18/06/2009;0.0327
19/06/2009;0.0325
22/06/2009;0.0323
23/06/2009;0.0325
24/06/2009;0.0320
25/06/2009;0.0323
26/06/2009;0.0322
29/06/2009;0.0327
30/06/2009;0.0321
01/07/2009;0.0322
02/07/2009;0.0324
03/07/2009;0.0325
06/07/2009;0.0325
07/07/2009;0.0323
08/07/2009;0.0321
09/07/2009;0.0319
10/07/2009;0.0316
13/07/2009;0.0314
14/07/2009;0.0323
15/07/2009;0.0321
16/07/2009;0.0320
17/07/2009;0.0316
20/07/2009;0.0319
21/07/2009;0.0319
22/07/2009;0.0308
23/07/2009;0.0311
24/07/2009;0.0277
27/07/2009;0.0310
28/07/2009;0.0315
29/07/2009;0.0317
30/07/2009;0.0307
31/07/2009;0.0306
03/08/2009;0.0320
04/08/2009;0.0304
05/08/2009;0.0311
06/08/2009;0.0312
07/08/2009;0.0315
10/08/2009;0.0315
11/08/2009;0.0317
12/08/2009;0.0325
13/08/2009;0.0312
14/08/2009;0.0317
17/08/2009;0.0306
18/08/2009;0.0314
19/08/2009;0.0307
20/08/2009;0.0309
21/08/2009;0.0313
24/08/2009;0.0314
25/08/2009;0.0309
26/08/2009;0.0309
27/08/2009;0.0264
28/08/2009;0.0312
31/08/2009;0.0305
01/09/2009;0.0300
02/09/2009;0.0316
03/09/2009;0.0320
04/09/2009;0.0319
08/09/2009;0.0317
09/09/2009;0.0316
10/09/2009;0.0313
11/09/2009;0.0315
14/09/2009;0.0313
15/09/2009;0.0316
16/09/2009;0.0320
17/09/2009;0.0316
18/09/2009;0.0317
21/09/2009;0.0311
22/09/2009;0.0319
23/09/2009;0.0320
24/09/2009;0.0319
25/09/2009;0.0316
28/09/2009;0.0283
29/09/2009;0.0309
30/09/2009;0.0301
01/10/2009;0.0343
02/10/2009;0.0329
05/10/2009;0.0317
06/10/2009;0.0318
07/10/2009;0.0319
08/10/2009;0.0314
09/10/2009;0.0316
13/10/2009;0.0312
14/10/2009;0.0308
15/10/2009;0.0316
16/10/2009;0.0315
19/10/2009;0.0315
20/10/2009;0.0311
21/10/2009;0.0316
22/10/2009;0.0314
23/10/2009;0.0312
26/10/2009;0.0302
27/10/2009;0.0318
28/10/2009;0.0314
29/10/2009;0.0315
30/10/2009;0.0299
03/11/2009;0.0315
04/11/2009;0.0306
05/11/2009;0.0305
06/11/2009;0.0314
09/11/2009;0.0317
10/11/2009;0.0302
11/11/2009;0.0316
12/11/2009;0.0313
13/11/2009;0.0332
16/11/2009;0.0314
17/11/2009;0.0318
18/11/2009;0.0310
19/11/2009;0.0315
20/11/2009;0.0313
23/11/2009;0.0312
24/11/2009;0.0311
25/11/2009;0.0310
26/11/2009;0.0306
27/11/2009;0.0311
30/11/2009;0.0288
01/12/2009;0.0313
02/12/2009;0.0312
03/12/2009;0.0303
04/12/2009;0.0313
07/12/2009;0.0312
08/12/2009;0.0306
09/12/2009;0.0305
10/12/2009;0.0306
11/12/2009;0.0307
14/12/2009;0.0316
15/12/2009;0.0308
16/12/2009;0.0297
17/12/2009;0.0312
18/12/2009;0.0316
21/12/2009;0.0313
22/12/2009;0.0313
23/12/2009;0.0316
24/12/2009;0.0311
28/12/2009;0.0319
29/12/2009;0.0323
30/12/2009;0.0316
31/12/2009;0.0310
04/01/2010;0.0338
05/01/2010;0.0319
06/01/2010;0.0298
07/01/2010;0.0314
08/01/2010;0.0318
11/01/2010;0.0314
12/01/2010;0.0315
13/01/2010;0.0321
14/01/2010;0.0315
15/01/2010;0.0309
18/01/2010;0.0317
19/01/2010;0.0301
20/01/2010;0.0316
21/01/2010;0.0339
22/01/2010;0.0317
25/01/2010;0.0310
26/01/2010;0.0316
27/01/2010;0.0321
28/01/2010;0.0328
29/01/2010;0.0304
01/02/2010;0.0310
02/02/2010;0.0310
03/02/2010;0.0317
04/02/2010;0.0319
05/02/2010;0.0313
08/02/2010;0.0312
09/02/2010;0.0316
10/02/2010;0.0298
11/02/2010;0.0313
12/02/2010;0.0319
17/02/2010;0.0304
18/02/2010;0.0317
19/02/2010;0.0311
22/02/2010;0.0319
23/02/2010;0.0317
24/02/2010;0.0302
25/02/2010;0.0315
26/02/2010;0.0323
01/03/2010;0.0319
02/03/2010;0.0324
03/03/2010;0.0329
04/03/2010;0.0326
05/03/2010;0.0323
08/03/2010;0.0313
09/03/2010;0.0315
10/03/2010;0.0316
11/03/2010;0.0320
12/03/2010;0.0323
15/03/2010;0.0315
16/03/2010;0.0323
17/03/2010;0.0322
18/03/2010;0.0326
19/03/2010;0.0321
22/03/2010;0.0317
23/03/2010;0.0301
24/03/2010;0.0315
25/03/2010;0.0313
26/03/2010;0.0309
29/03/2010;0.0316
30/03/2010;0.0320
31/03/2010;0.0303
01/04/2010;0.0339
05/04/2010;0.0312
06/04/2010;0.0317
07/04/2010;0.0317
08/04/2010;0.0313
09/04/2010;0.0312
12/04/2010;0.0317
13/04/2010;0.0313
14/04/2010;0.0319
15/04/2010;0.0322
16/04/2010;0.0305
19/04/2010;0.0308
20/04/2010;0.0331
22/04/2010;0.0350
23/04/2010;0.0315
26/04/2010;0.0326
27/04/2010;0.0319
28/04/2010;0.0325
29/04/2010;0.0321
30/04/2010;0.0324
03/05/2010;0.0317
04/05/2010;0.0323
05/05/2010;0.0334
06/05/2010;0.0319
07/05/2010;0.0324
10/05/2010;0.0324
11/05/2010;0.0323
12/05/2010;0.0319
13/05/2010;0.0316
14/05/2010;0.0339
17/05/2010;0.0328
18/05/2010;0.0330
19/05/2010;0.0328
20/05/2010;0.0343
21/05/2010;0.0314
24/05/2010;0.0335
25/05/2010;0.0325
26/05/2010;0.0338
27/05/2010;0.0332
28/05/2010;0.0336
31/05/2010;0.0341
01/06/2010;0.0334
02/06/2010;0.0349
04/06/2010;0.0340
07/06/2010;0.0331
08/06/2010;0.0334
09/06/2010;0.0335
10/06/2010;0.0320
11/06/2010;0.0326
14/06/2010;0.0339
15/06/2010;0.0324
16/06/2010;0.0337
17/06/2010;0.0329
18/06/2010;0.0336
21/06/2010;0.0355
22/06/2010;0.0334
23/06/2010;0.0343
24/06/2010;0.0343
25/06/2010;0.0348
28/06/2010;0.0335
29/06/2010;0.0339
30/06/2010;0.0355
01/07/2010;0.0346
02/07/2010;0.0364
05/07/2010;0.0358
06/07/2010;0.0349
07/07/2010;0.0350
08/07/2010;0.0342
09/07/2010;0.0334
12/07/2010;0.0346
13/07/2010;0.0336
14/07/2010;0.0345
15/07/2010;0.0337
16/07/2010;0.0350
19/07/2010;0.0354
20/07/2010;0.0363
21/07/2010;0.0341
22/07/2010;0.0366
23/07/2010;0.0371
26/07/2010;0.0354
27/07/2010;0.0335
28/07/2010;0.0362
29/07/2010;0.0345
30/07/2010;0.0347
02/08/2010;0.0357
03/08/2010;0.0372
04/08/2010;0.0340
05/08/2010;0.0338
06/08/2010;0.0347
09/08/2010;0.0334
10/08/2010;0.0337
11/08/2010;0.0340
12/08/2010;0.0347
13/08/2010;0.0343
16/08/2010;0.0358
17/08/2010;0.0349
18/08/2010;0.0345
19/08/2010;0.0341
20/08/2010;0.0338
23/08/2010;0.0374
24/08/2010;0.0360
25/08/2010;0.0343
26/08/2010;0.0343
27/08/2010;0.0341
30/08/2010;0.0361
31/08/2010;0.0334
01/09/2010;0.0350
02/09/2010;0.0326
03/09/2010;0.0348
06/09/2010;0.0341
08/09/2010;0.0349
09/09/2010;0.0330
10/09/2010;0.0343
13/09/2010;0.0337
14/09/2010;0.0351
15/09/2010;0.0355
16/09/2010;0.0353
17/09/2010;0.0358
20/09/2010;0.0347
21/09/2010;0.0340
22/09/2010;0.0372
23/09/2010;0.0369
24/09/2010;0.0351
27/09/2010;0.0344
28/09/2010;0.0332
29/09/2010;0.0357
30/09/2010;0.0365
01/10/2010;0.0362
04/10/2010;0.0352
05/10/2010;0.0336
06/10/2010;0.0351
07/10/2010;0.0325
08/10/2010;0.0348
11/10/2010;0.0336
13/10/2010;0.0351
14/10/2010;0.0334
15/10/2010;0.0349
18/10/2010;0.0337
19/10/2010;0.0350
20/10/2010;0.0339
21/10/2010;0.0337
22/10/2010;0.0351
25/10/2010;0.0355
26/10/2010;0.0366
27/10/2010;0.0346
28/10/2010;0.0335
29/10/2010;0.0360
01/11/2010;0.0353
03/11/2010;0.0341
04/11/2010;0.0346
05/11/2010;0.0339
08/11/2010;0.0350
09/11/2010;0.0337
10/11/2010;0.0336
11/11/2010;0.0324
12/11/2010;0.0339
16/11/2010;0.0346
17/11/2010;0.0353
18/11/2010;0.0349
19/11/2010;0.0354
22/11/2010;0.0347
23/11/2010;0.0342
24/11/2010;0.0337
25/11/2010;0.0344
26/11/2010;0.0345
29/11/2010;0.0379
30/11/2010;0.0406
01/12/2010;0.0337
02/12/2010;0.0330
03/12/2010;0.0342
06/12/2010;0.0354
07/12/2010;0.0361
08/12/2010;0.0344
09/12/2010;0.0338
10/12/2010;0.0347
13/12/2010;0.0343
14/12/2010;0.0338
15/12/2010;0.0328
16/12/2010;0.0346
17/12/2010;0.0341
20/12/2010;0.0360
21/12/2010;0.0353
22/12/2010;0.0354
23/12/2010;0.0339
24/12/2010;0.0334
27/12/2010;0.0343
28/12/2010;0.0339
29/12/2010;0.0366
30/12/2010;0.0373
31/12/2010;0.0330
03/01/2011;0.0369
04/01/2011;0.0355
05/01/2011;0.0375
06/01/2011;0.0339
07/01/2011;0.0343
10/01/2011;0.0340
11/01/2011;0.0343
12/01/2011;0.0340
13/01/2011;0.0369
14/01/2011;0.0342
17/01/2011;0.0371
18/01/2011;0.0367
19/01/2011;0.0348
20/01/2011;0.0371
21/01/2011;0.0369
24/01/2011;0.0352
25/01/2011;0.0383
26/01/2011;0.0346
27/01/2011;0.0346
28/01/2011;0.0380
31/01/2011;0.0357
01/02/2011;0.0348
02/02/2011;0.0356
03/02/2011;0.0360
04/02/2011;0.0389
07/02/2011;0.0368
08/02/2011;0.0346
09/02/2011;0.0344
10/02/2011;0.0345
11/02/2011;0.0348
14/02/2011;0.0346
15/02/2011;0.0352
16/02/2011;0.0356
17/02/2011;0.0347
18/02/2011;0.0363
21/02/2011;0.0368
22/02/2011;0.0347
23/02/2011;0.0348
24/02/2011;0.0379
25/02/2011;0.0353
28/02/2011;0.0387
01/03/2011;0.0389
02/03/2011;0.0350
03/03/2011;0.0398
04/03/2011;0.0420
09/03/2011;0.0399
10/03/2011;0.0436
11/03/2011;0.0414
14/03/2011;0.0386
15/03/2011;0.0413
16/03/2011;0.0418
17/03/2011;0.0411
18/03/2011;0.0435
21/03/2011;0.0387
22/03/2011;0.0428
23/03/2011;0.0429
24/03/2011;0.0441
25/03/2011;0.0421
28/03/2011;0.0434
29/03/2011;0.0450
30/03/2011;0.0441
31/03/2011;0.0430
01/04/2011;0.0383
04/04/2011;0.0445
05/04/2011;0.0433
06/04/2011;0.0431
07/04/2011;0.0428
08/04/2011;0.0427
11/04/2011;0.0441
12/04/2011;0.0452
13/04/2011;0.0431
14/04/2011;0.0437
15/04/2011;0.0460
18/04/2011;0.0430
19/04/2011;0.0405
20/04/2011;0.0434
25/04/2011;0.0433
26/04/2011;0.0417
27/04/2011;0.0442
28/04/2011;0.0451
29/04/2011;0.0418
02/05/2011;0.0434
03/05/2011;0.0422
04/05/2011;0.0400
05/05/2011;0.0426
06/05/2011;0.0422
09/05/2011;0.0447
10/05/2011;0.0424
11/05/2011;0.0441
12/05/2011;0.0446
13/05/2011;0.0427
16/05/2011;0.0433
17/05/2011;0.0420
18/05/2011;0.0465
19/05/2011;0.0435
20/05/2011;0.0440
23/05/2011;0.0430
24/05/2011;0.0412
25/05/2011;0.0428
26/05/2011;0.0439
27/05/2011;0.0395
30/05/2011;0.0453
31/05/2011;0.0449
01/06/2011;0.0444
02/06/2011;0.0447
03/06/2011;0.0408
06/06/2011;0.0445
07/06/2011;0.0452
08/06/2011;0.0450
09/06/2011;0.0430
10/06/2011;0.0460
13/06/2011;0.0449
14/06/2011;0.0454
15/06/2011;0.0442
16/06/2011;0.0447
17/06/2011;0.0433
20/06/2011;0.0440
21/06/2011;0.0442
22/06/2011;0.0437
24/06/2011;0.0391
27/06/2011;0.0446
28/06/2011;0.0440
29/06/2011;0.0455
30/06/2011;0.0447
01/07/2011;0.0428
04/07/2011;0.0465
05/07/2011;0.0452
06/07/2011;0.0446
07/07/2011;0.0445
08/07/2011;0.0441
11/07/2011;0.0448
12/07/2011;0.0441
13/07/2011;0.0458
14/07/2011;0.0457
15/07/2011;0.0442
18/07/2011;0.0448
19/07/2011;0.0433
20/07/2011;0.0452
21/07/2011;0.0444
22/07/2011;0.0404
25/07/2011;0.0432
26/07/2011;0.0427
27/07/2011;0.0448
28/07/2011;0.0443
29/07/2011;0.0460
01/08/2011;0.0451
02/08/2011;0.0427
03/08/2011;0.0458
04/08/2011;0.0463
05/08/2011;0.0448
08/08/2011;0.0449
09/08/2011;0.0464
10/08/2011;0.0442
11/08/2011;0.0463
12/08/2011;0.0446
15/08/2011;0.0455
16/08/2011;0.0461
17/08/2011;0.0441
18/08/2011;0.0435
19/08/2011;0.0401
22/08/2011;0.0451
23/08/2011;0.0447
24/08/2011;0.0446
25/08/2011;0.0445
26/08/2011;0.0440
29/08/2011;0.0456
30/08/2011;0.0434
31/08/2011;0.0436
01/09/2011;0.0435
02/09/2011;0.0419
05/09/2011;0.0425
06/09/2011;0.0409
08/09/2011;0.0426
09/09/2011;0.0429
12/09/2011;0.0427
13/09/2011;0.0421
14/09/2011;0.0416
15/09/2011;0.0440
16/09/2011;0.0381
19/09/2011;0.0427
20/09/2011;0.0418
21/09/2011;0.0424
22/09/2011;0.0411
23/09/2011;0.0406
26/09/2011;0.0426
27/09/2011;0.0422
28/09/2011;0.0435
29/09/2011;0.0418
30/09/2011;0.0397
03/10/2011;0.0411
04/10/2011;0.0407
05/10/2011;0.0410
06/10/2011;0.0415
07/10/2011;0.0402
10/10/2011;0.0410
11/10/2011;0.0408
13/10/2011;0.0412
14/10/2011;0.0373
17/10/2011;0.0423
18/10/2011;0.0419
19/10/2011;0.0407
20/10/2011;0.0413
21/10/2011;0.0412
24/10/2011;0.0415
25/10/2011;0.0418
26/10/2011;0.0417
27/10/2011;0.0398
28/10/2011;0.0426
31/10/2011;0.0413
01/11/2011;0.0394
03/11/2011;0.0397
04/11/2011;0.0392
07/11/2011;0.0397
08/11/2011;0.0396
09/11/2011;0.0401
10/11/2011;0.0397
11/11/2011;0.0380
14/11/2011;0.0383
16/11/2011;0.0383
17/11/2011;0.0429
18/11/2011;0.0389
21/11/2011;0.0413
22/11/2011;0.0376
23/11/2011;0.0424
24/11/2011;0.0401
25/11/2011;0.0380
28/11/2011;0.0407
29/11/2011;0.0381
30/11/2011;0.0377
01/12/2011;0.0390
02/12/2011;0.0374
05/12/2011;0.0395
06/12/2011;0.0387
07/12/2011;0.0384
08/12/2011;0.0386
09/12/2011;0.0353
12/12/2011;0.0379
13/12/2011;0.0370
14/12/2011;0.0387
15/12/2011;0.0392
16/12/2011;0.0383
19/12/2011;0.0399
20/12/2011;0.0374
21/12/2011;0.0406
22/12/2011;0.0373
23/12/2011;0.0382
26/12/2011;0.0394
27/12/2011;0.0388
28/12/2011;0.0392
29/12/2011;0.0397
30/12/2011;0.0411
02/01/2012;0.0369
03/01/2012;0.0311
04/01/2012;0.0379
05/01/2012;0.0394
06/01/2012;0.0347
09/01/2012;0.0393
10/01/2012;0.0398
11/01/2012;0.0388
12/01/2012;0.0377
13/01/2012;0.0369
16/01/2012;0.0374
17/01/2012;0.0367
18/01/2012;0.0386
19/01/2012;0.0381
20/01/2012;0.0391
23/01/2012;0.0369
24/01/2012;0.0381
25/01/2012;0.0384
26/01/2012;0.0371
27/01/2012;0.0365
30/01/2012;0.0358
31/01/2012;0.0376
01/02/2012;0.0365
02/02/2012;0.0359
03/02/2012;0.0337
06/02/2012;0.0364
07/02/2012;0.0371
08/02/2012;0.0377
09/02/2012;0.0387
10/02/2012;0.0353
13/02/2012;0.0375
14/02/2012;0.0355
15/02/2012;0.0365
16/02/2012;0.0351
17/02/2012;0.0374
22/02/2012;0.0353
23/02/2012;0.0377
24/02/2012;0.0354
27/02/2012;0.0358
28/02/2012;0.0357
29/02/2012;0.0356
01/03/2012;0.0351
02/03/2012;0.0321
05/03/2012;0.0348
06/03/2012;0.0357
07/03/2012;0.0351
08/03/2012;0.0333
09/03/2012;0.0328
12/03/2012;0.0353
13/03/2012;0.0322
14/03/2012;0.0343
15/03/2012;0.0333
16/03/2012;0.0334
19/03/2012;0.0357
20/03/2012;0.0343
21/03/2012;0.0337
22/03/2012;0.0326
23/03/2012;0.0342
26/03/2012;0.0343
27/03/2012;0.0330
28/03/2012;0.0353
29/03/2012;0.0347
30/03/2012;0.0312
02/04/2012;0.0329
03/04/2012;0.0325
04/04/2012;0.0339
05/04/2012;0.0325
09/04/2012;0.0337
10/04/2012;0.0326
11/04/2012;0.0343
12/04/2012;0.0323
13/04/2012;0.0321
16/04/2012;0.0329
17/04/2012;0.0311
18/04/2012;0.0305
19/04/2012;0.0324
20/04/2012;0.0306
23/04/2012;0.0330
24/04/2012;0.0307
25/04/2012;0.0325
26/04/2012;0.0306
27/04/2012;0.0302
30/04/2012;0.0312
02/05/2012;0.0320
03/05/2012;0.0324
04/05/2012;0.0316
07/05/2012;0.0306
08/05/2012;0.0297
09/05/2012;0.0317
10/05/2012;0.0314
11/05/2012;0.0325
14/05/2012;0.0318
15/05/2012;0.0301
16/05/2012;0.0308
17/05/2012;0.0301
18/05/2012;0.0309
21/05/2012;0.0316
22/05/2012;0.0295
23/05/2012;0.0306
24/05/2012;0.0297
25/05/2012;0.0281
28/05/2012;0.0316
29/05/2012;0.0309
30/05/2012;0.0299
31/05/2012;0.0317
01/06/2012;0.0301
04/06/2012;0.0306
05/06/2012;0.0301
06/06/2012;0.0293
08/06/2012;0.0287
11/06/2012;0.0313
12/06/2012;0.0294
13/06/2012;0.0273
14/06/2012;0.0282
15/06/2012;0.0287
18/06/2012;0.0301
19/06/2012;0.0286
20/06/2012;0.0301
21/06/2012;0.0297
22/06/2012;0.0277
25/06/2012;0.0296
26/06/2012;0.0288
27/06/2012;0.0284
28/06/2012;0.0286
29/06/2012;0.0296
02/07/2012;0.0300
03/07/2012;0.0279
04/07/2012;0.0307
05/07/2012;0.0288
06/07/2012;0.0295
09/07/2012;0.0290
10/07/2012;0.0291
11/07/2012;0.0289
12/07/2012;0.0288
13/07/2012;0.0285
16/07/2012;0.0276
17/07/2012;0.0265
18/07/2012;0.0276
19/07/2012;0.0280
20/07/2012;0.0260
23/07/2012;0.0291
24/07/2012;0.0286
25/07/2012;0.0287
26/07/2012;0.0293
27/07/2012;0.0285
30/07/2012;0.0269
31/07/2012;0.0280
01/08/2012;0.0270
02/08/2012;0.0281
03/08/2012;0.0285
06/08/2012;0.0291
07/08/2012;0.0294
08/08/2012;0.0282
09/08/2012;0.0279
10/08/2012;0.0270
13/08/2012;0.0276
14/08/2012;0.0276
15/08/2012;0.0275
16/08/2012;0.0280
17/08/2012;0.0253
20/08/2012;0.0280
21/08/2012;0.0278
22/08/2012;0.0280
23/08/2012;0.0279
24/08/2012;0.0278
27/08/2012;0.0280
28/08/2012;0.0275
29/08/2012;0.0281
30/08/2012;0.0281
31/08/2012;0.0280
03/09/2012;0.0273
04/09/2012;0.0276
05/09/2012;0.0281
06/09/2012;0.0276
10/09/2012;0.0282
11/09/2012;0.0266
12/09/2012;0.0275
13/09/2012;0.0281
14/09/2012;0.0241
17/09/2012;0.0275
18/09/2012;0.0279
19/09/2012;0.0276
20/09/2012;0.0269
21/09/2012;0.0257
24/09/2012;0.0280
25/09/2012;0.0275
26/09/2012;0.0274
27/09/2012;0.0282
28/09/2012;0.0276
01/10/2012;0.0281
02/10/2012;0.0282
03/10/2012;0.0272
04/10/2012;0.0265
05/10/2012;0.0269
08/10/2012;0.0267
09/10/2012;0.0271
10/10/2012;0.0274
11/10/2012;0.0265
15/10/2012;0.0255
16/10/2012;0.0263
17/10/2012;0.0273
18/10/2012;0.0273
19/10/2012;0.0266
22/10/2012;0.0269
23/10/2012;0.0261
24/10/2012;0.0279
25/10/2012;0.0264
26/10/2012;0.0266
29/10/2012;0.0251
30/10/2012;0.0264
31/10/2012;0.0264
01/11/2012;0.0263
05/11/2012;0.0268
06/11/2012;0.0264
07/11/2012;0.0265
08/11/2012;0.0258
09/11/2012;0.0265
12/11/2012;0.0269
13/11/2012;0.0264
14/11/2012;0.0258
16/11/2012;0.0260
19/11/2012;0.0269
20/11/2012;0.0255
21/11/2012;0.0267
22/11/2012;0.0262
23/11/2012;0.0267
26/11/2012;0.0248
27/11/2012;0.0267
28/11/2012;0.0274
29/11/2012;0.0263
30/11/2012;0.0250
03/12/2012;0.0253
04/12/2012;0.0258
05/12/2012;0.0253
06/12/2012;0.0263
07/12/2012;0.0265
10/12/2012;0.0262
11/12/2012;0.0254
12/12/2012;0.0267
13/12/2012;0.0243
14/12/2012;0.0252
17/12/2012;0.0256
18/12/2012;0.0258
19/12/2012;0.0257
20/12/2012;0.0248
21/12/2012;0.0258
24/12/2012;0.0244
26/12/2012;0.0258
27/12/2012;0.0270
28/12/2012;0.0250
31/12/2012;0.0233
02/01/2013;0.0256
03/01/2013;0.0255
04/01/2013;0.0244
07/01/2013;0.0261
08/01/2013;0.0263
09/01/2013;0.0259
10/01/2013;0.0259
11/01/2013;0.0253
14/01/2013;0.0265
15/01/2013;0.0254
16/01/2013;0.0259
17/01/2013;0.0255
18/01/2013;0.0261
21/01/2013;0.0258
22/01/2013;0.0264
23/01/2013;0.0257
24/01/2013;0.0262
25/01/2013;0.0270
28/01/2013;0.0243
29/01/2013;0.0226
30/01/2013;0.0258
31/01/2013;0.0268
01/02/2013;0.0254
04/02/2013;0.0255
05/02/2013;0.0246
06/02/2013;0.0255
07/02/2013;0.0250
08/02/2013;0.0244
13/02/2013;0.0252
14/02/2013;0.0249
15/02/2013;0.0248
18/02/2013;0.0267
19/02/2013;0.0258
20/02/2013;0.0264
21/02/2013;0.0264
22/02/2013;0.0251
25/02/2013;0.0249
26/02/2013;0.0263
27/02/2013;0.0247
28/02/2013;0.0254
01/03/2013;0.0253
04/03/2013;0.0247
05/03/2013;0.0252
06/03/2013;0.0251
07/03/2013;0.0268
08/03/2013;0.0253
11/03/2013;0.0256
12/03/2013;0.0250
13/03/2013;0.0257
14/03/2013;0.0255
15/03/2013;0.0250
18/03/2013;0.0273
19/03/2013;0.0262
20/03/2013;0.0271
21/03/2013;0.0248
22/03/2013;0.0254
25/03/2013;0.0263
26/03/2013;0.0252
27/03/2013;0.0260
28/03/2013;0.0259
01/04/2013;0.0261
02/04/2013;0.0262
03/04/2013;0.0261
04/04/2013;0.0255
05/04/2013;0.0252
08/04/2013;0.0253
09/04/2013;0.0261
10/04/2013;0.0262
11/04/2013;0.0254
12/04/2013;0.0249
15/04/2013;0.0271
16/04/2013;0.0262
17/04/2013;0.0289
18/04/2013;0.0267
19/04/2013;0.0267
22/04/2013;0.0261
23/04/2013;0.0270
24/04/2013;0.0265
25/04/2013;0.0273
26/04/2013;0.0267
29/04/2013;0.0271
30/04/2013;0.0272
02/05/2013;0.0268
03/05/2013;0.0253
06/05/2013;0.0258
07/05/2013;0.0272
08/05/2013;0.0273
09/05/2013;0.0274
10/05/2013;0.0274
13/05/2013;0.0261
14/05/2013;0.0282
15/05/2013;0.0280
16/05/2013;0.0281
17/05/2013;0.0282
20/05/2013;0.0279
21/05/2013;0.0291
22/05/2013;0.0284
23/05/2013;0.0279
24/05/2013;0.0278
27/05/2013;0.0277
28/05/2013;0.0292
29/05/2013;0.0288
31/05/2013;0.0292
03/06/2013;0.0263
04/06/2013;0.0302
05/06/2013;0.0284
06/06/2013;0.0286
07/06/2013;0.0284
10/06/2013;0.0300
11/06/2013;0.0297
12/06/2013;0.0292
13/06/2013;0.0283
14/06/2013;0.0275
17/06/2013;0.0300
18/06/2013;0.0309
19/06/2013;0.0333
20/06/2013;0.0342
21/06/2013;0.0350
24/06/2013;0.0315
25/06/2013;0.0313
26/06/2013;0.0322
27/06/2013;0.0330
28/06/2013;0.0314
01/07/2013;0.0312
02/07/2013;0.0300
03/07/2013;0.0311
04/07/2013;0.0271
05/07/2013;0.0295
08/07/2013;0.0319
09/07/2013;0.0294
10/07/2013;0.0308
11/07/2013;0.0310
12/07/2013;0.0305
15/07/2013;0.0308
16/07/2013;0.0275
17/07/2013;0.0310
18/07/2013;0.0307
19/07/2013;0.0296
22/07/2013;0.0298
23/07/2013;0.0305
24/07/2013;0.0304
25/07/2013;0.0296
26/07/2013;0.0291
29/07/2013;0.0311
30/07/2013;0.0308
31/07/2013;0.0282
01/08/2013;0.0309
02/08/2013;0.0298
05/08/2013;0.0291
06/08/2013;0.0301
07/08/2013;0.0309
08/08/2013;0.0309
09/08/2013;0.0298
12/08/2013;0.0321
13/08/2013;0.0331
14/08/2013;0.0310
15/08/2013;0.0297
16/08/2013;0.0284
19/08/2013;0.0327
20/08/2013;0.0275
21/08/2013;0.0303
22/08/2013;0.0329
23/08/2013;0.0309
26/08/2013;0.0313
27/08/2013;0.0307
28/08/2013;0.0311
29/08/2013;0.0271
30/08/2013;0.0280
02/09/2013;0.0307
03/09/2013;0.0308
04/09/2013;0.0337
05/09/2013;0.0304
06/09/2013;0.0311
09/09/2013;0.0337
10/09/2013;0.0311
11/09/2013;0.0304
12/09/2013;0.0309
13/09/2013;0.0335
16/09/2013;0.0280
17/09/2013;0.0321
18/09/2013;0.0335
19/09/2013;0.0324
20/09/2013;0.0334
23/09/2013;0.0354
24/09/2013;0.0358
25/09/2013;0.0316
26/09/2013;0.0353
27/09/2013;0.0356
30/09/2013;0.0291
01/10/2013;0.0319
02/10/2013;0.0344
03/10/2013;0.0310
04/10/2013;0.0317
07/10/2013;0.0320
08/10/2013;0.0321
09/10/2013;0.0330
10/10/2013;0.0317
11/10/2013;0.0313
14/10/2013;0.0341
15/10/2013;0.0340
16/10/2013;0.0322
17/10/2013;0.0319
18/10/2013;0.0338
21/10/2013;0.0343
22/10/2013;0.0283
23/10/2013;0.0342
24/10/2013;0.0329
25/10/2013;0.0337
28/10/2013;0.0341
29/10/2013;0.0359
30/10/2013;0.0293
31/10/2013;0.0305
01/11/2013;0.0325
04/11/2013;0.0352
05/11/2013;0.0337
06/11/2013;0.0352
07/11/2013;0.0331
08/11/2013;0.0337
11/11/2013;0.0327
12/11/2013;0.0338
13/11/2013;0.0345
14/11/2013;0.0352
18/11/2013;0.0346
19/11/2013;0.0333
20/11/2013;0.0311
21/11/2013;0.0302
22/11/2013;0.0337
25/11/2013;0.0335
26/11/2013;0.0356
27/11/2013;0.0343
28/11/2013;0.0350
